Invoice_ID,Customer_Type,Gender,store_id,store_location,Product_Line,Unit_Price,Quantity,Cost_of_Goods_Sold_without_tax,Tax 5%,Total_Cost,Gross_Profit,Payment_Mode,order_date,order_Month,order_Day,order_Time,order_Day_Time,Rating,Rating_Type
470-32-9057,Member,Male,A,Yangon,Food and beverages,51.3,5,256.7,12.84,269.54,13,Credit card,3/28/2019,March,Thursday,3:31:00 PM,Afternoon,9.1,Very Good
878-30-2331,Member,Female,C,Naypyitaw,Sports and travel,54.6,10,545.5,27.28,572.78,27,Credit card,3/2/2019,March,Saturday,11:22:00 AM,Morning,7.1,Good
440-59-5691,Member,Female,C,Naypyitaw,Health and beauty,37.2,7,260,13,273.05,13,Credit card,2/8/2019,February,Friday,1:12:00 PM,Afternoon,7.7,Good
554-53-3790,Normal,Male,B,Mandalay,Sports and travel,37,6,222.1,11.11,233.23,11,Cash,3/22/2019,March,Friday,6:33:00 PM,Evening,4.5,Average
746-19-0921,Normal,Male,C,Naypyitaw,Food and beverages,21.6,1,21.6,1.08,22.66,1,Ewallet,2/9/2019,February,Saturday,10:02:00 AM,Morning,7.2,Good
233-34-0817,Member,Female,C,Naypyitaw,Electronic accessories,98.8,1,98.8,4.94,103.78,5,Cash,2/15/2019,February,Friday,11:21:00 AM,Morning,8.4,Very Good
767-05-1286,Member,Female,C,Naypyitaw,Home and lifestyle,83.8,6,502.6,25.13,527.75,25,Ewallet,1/23/2019,January,Wednesday,12:10:00 PM,Afternoon,5.4,Average
340-21-9136,Member,Female,A,Yangon,Sports and travel,40,4,160.2,8.01,168.21,8,Cash,1/25/2019,January,Friday,11:40:00 AM,Morning,9.7,Very Good
405-31-3305,Member,Male,A,Yangon,Fashion accessories,43.1,10,431.3,21.56,452.86,22,Credit card,2/2/2019,February,Saturday,6:31:00 PM,Evening,5.5,Average
731-59-7531,Member,Male,B,Mandalay,Health and beauty,72.6,8,580.6,29.03,609.59,29,Cash,3/30/2019,March,Saturday,5:58:00 PM,Evening,4.6,Average
676-39-6028,Member,Female,A,Yangon,Electronic accessories,64.4,5,322.2,16.11,338.31,16,Cash,3/30/2019,March,Saturday,5:04:00 PM,Evening,6.6,Good
502-05-1910,Normal,Male,A,Yangon,Health and beauty,65.2,3,195.5,9.78,205.32,10,Credit card,2/25/2019,February,Monday,8:35:00 PM,Night,6.3,Good
485-30-8700,Normal,Female,A,Yangon,Sports and travel,33.3,5,166.3,8.32,174.62,8,Credit card,3/18/2019,March,Monday,4:10:00 PM,Evening,4.2,Average
598-47-9715,Normal,Male,C,Naypyitaw,Electronic accessories,84.1,4,336.3,16.81,353.09,17,Ewallet,3/7/2019,March,Thursday,4:54:00 PM,Evening,4.4,Average
701-69-8742,Normal,Male,B,Mandalay,Sports and travel,34.4,10,343.7,17.18,360.88,17,Ewallet,3/16/2019,March,Saturday,10:11:00 AM,Morning,6.7,Good
575-67-1508,Normal,Male,A,Yangon,Electronic accessories,38.6,1,38.6,1.93,40.53,2,Ewallet,1/29/2019,January,Tuesday,11:26:00 AM,Morning,6.7,Good
541-08-3113,Normal,Male,C,Naypyitaw,Food and beverages,66,8,527.8,26.39,554.15,26,Cash,2/2/2019,February,Saturday,8:29:00 PM,Night,8.4,Very Good
246-11-3901,Normal,Female,C,Naypyitaw,Electronic accessories,32.8,10,328,16.4,344.4,16,Cash,2/15/2019,February,Friday,12:12:00 PM,Afternoon,6.2,Good
674-15-9296,Normal,Male,A,Yangon,Sports and travel,37.1,5,185.7,9.28,194.98,9,Ewallet,1/8/2019,January,Tuesday,1:05:00 PM,Afternoon,5,Average
305-18-3552,Member,Male,B,Mandalay,Home and lifestyle,60.4,10,603.8,30.19,633.99,30,Cash,2/12/2019,February,Tuesday,4:19:00 PM,Evening,6,Good
493-65-6248,Member,Female,C,Naypyitaw,Sports and travel,37,10,369.8,18.49,388.29,18,Credit card,1/1/2019,January,Tuesday,7:48:00 PM,Evening,7,Good
438-01-4015,Member,Female,B,Mandalay,Sports and travel,49.5,4,198,9.9,207.86,10,Ewallet,3/21/2019,March,Thursday,3:25:00 PM,Afternoon,6.6,Good
709-58-4068,Normal,Female,B,Mandalay,Fashion accessories,41.1,10,410.9,20.54,431.44,21,Cash,2/28/2019,February,Thursday,2:42:00 PM,Afternoon,7.3,Good
795-49-7276,Normal,Male,A,Yangon,Fashion accessories,37.2,4,148.6,7.43,156.03,7,Ewallet,3/23/2019,March,Saturday,6:59:00 PM,Evening,8.3,Very Good
556-72-8512,Normal,Male,C,Naypyitaw,Home and lifestyle,23,1,23,1.15,24.11,1,Cash,1/30/2019,January,Wednesday,8:47:00 PM,Night,4.3,Average
627-95-3243,Member,Female,B,Mandalay,Home and lifestyle,77.7,9,699.1,34.96,734.08,35,Ewallet,2/4/2019,February,Monday,1:21:00 PM,Afternoon,9.8,Very Good
686-41-0932,Normal,Female,B,Mandalay,Fashion accessories,34.7,2,69.4,3.47,72.87,3,Ewallet,3/13/2019,March,Wednesday,7:48:00 PM,Evening,8.2,Very Good
510-09-5628,Member,Female,A,Yangon,Fashion accessories,19.7,10,196.6,9.83,206.43,10,Credit card,3/15/2019,March,Friday,6:20:00 PM,Evening,7.2,Good
608-04-3797,Member,Female,B,Mandalay,Health and beauty,25.3,8,202.6,10.13,212.69,10,Ewallet,3/5/2019,March,Tuesday,8:24:00 PM,Night,8.7,Very Good
148-82-2527,Member,Female,C,Naypyitaw,Home and lifestyle,12.1,10,121.2,6.06,127.26,6,Credit card,3/5/2019,March,Tuesday,1:44:00 PM,Afternoon,8.4,Very Good
437-53-3084,Normal,Male,B,Mandalay,Fashion accessories,99.9,2,199.8,9.99,209.77,10,Ewallet,2/26/2019,February,Tuesday,11:48:00 AM,Morning,7.1,Good
632-32-4574,Normal,Male,B,Mandalay,Sports and travel,75.9,8,607.4,30.37,637.73,30,Cash,3/20/2019,March,Wednesday,2:14:00 PM,Afternoon,5.5,Average
556-97-7101,Normal,Female,C,Naypyitaw,Electronic accessories,63.2,2,126.4,6.32,132.76,6,Cash,1/1/2019,January,Tuesday,3:51:00 PM,Afternoon,8.5,Very Good
862-59-8517,Normal,Female,C,Naypyitaw,Food and beverages,90.2,6,541.4,27.07,568.51,27,Cash,1/27/2019,January,Sunday,11:17:00 AM,Morning,6.2,Good
401-18-8016,Member,Female,B,Mandalay,Sports and travel,98.1,1,98.1,4.91,103.04,5,Cash,1/21/2019,January,Monday,5:36:00 PM,Evening,8.9,Very Good
420-18-8989,Member,Female,A,Yangon,Sports and travel,51.5,8,412.2,20.61,432.77,21,Cash,2/2/2019,February,Saturday,3:47:00 PM,Afternoon,9.6,Very Good
277-63-2961,Member,Male,B,Mandalay,Sports and travel,74,1,74,3.7,77.67,4,Credit card,2/3/2019,February,Sunday,3:53:00 PM,Afternoon,5.4,Average
573-98-8548,Member,Female,C,Naypyitaw,Fashion accessories,31.9,1,31.9,1.6,33.49,2,Ewallet,1/5/2019,January,Saturday,12:40:00 PM,Afternoon,9.1,Very Good
620-02-2046,Normal,Male,C,Naypyitaw,Home and lifestyle,69.4,2,138.8,6.94,145.74,7,Ewallet,1/27/2019,January,Sunday,7:48:00 PM,Evening,9,Very Good
282-35-2475,Normal,Female,B,Mandalay,Sports and travel,93.3,2,186.6,9.33,195.95,9,Cash,3/25/2019,March,Monday,5:53:00 PM,Evening,6.3,Good
511-54-3087,Normal,Male,B,Mandalay,Sports and travel,88.4,1,88.4,4.42,92.87,4,Credit card,2/25/2019,February,Monday,4:36:00 PM,Evening,9.5,Very Good
726-29-6793,Member,Male,A,Yangon,Electronic accessories,24.2,8,193.4,9.67,203.11,10,Ewallet,1/28/2019,January,Monday,8:54:00 PM,Night,9.8,Very Good
387-49-4215,Member,Female,B,Mandalay,Sports and travel,48.5,3,145.5,7.28,152.78,7,Cash,1/8/2019,January,Tuesday,12:50:00 PM,Afternoon,6.7,Good
862-17-9201,Normal,Female,B,Mandalay,Food and beverages,84,6,504.3,25.22,529.52,25,Credit card,1/29/2019,January,Tuesday,10:48:00 AM,Morning,7.7,Good
291-21-5991,Member,Male,B,Mandalay,Health and beauty,61.3,5,306.4,15.32,321.77,15,Cash,3/29/2019,March,Friday,2:28:00 PM,Afternoon,7,Good
602-80-9671,Member,Female,C,Naypyitaw,Home and lifestyle,16,6,95.7,4.78,100.48,5,Credit card,2/9/2019,February,Saturday,5:15:00 PM,Evening,5.1,Average
347-72-6115,Member,Female,B,Mandalay,Sports and travel,90.7,7,635.2,31.76,666.94,32,Credit card,1/16/2019,January,Wednesday,6:03:00 PM,Evening,6.2,Good
209-61-0206,Normal,Female,A,Yangon,Home and lifestyle,42.9,5,214.6,10.73,225.28,11,Ewallet,1/5/2019,January,Saturday,5:29:00 PM,Evening,6.1,Good
595-27-4851,Normal,Female,A,Yangon,Fashion accessories,54.3,7,380,19,398.96,19,Ewallet,1/27/2019,January,Sunday,6:05:00 PM,Evening,9.3,Very Good
189-52-0236,Normal,Male,A,Yangon,Electronic accessories,99.6,7,696.8,34.84,731.69,35,Cash,3/14/2019,March,Thursday,12:07:00 PM,Afternoon,7.6,Good
503-07-0930,Member,Male,C,Naypyitaw,Sports and travel,58.4,7,408.7,20.44,429.17,20,Credit card,2/23/2019,February,Saturday,7:49:00 PM,Evening,8.2,Very Good
413-20-6708,Member,Female,C,Naypyitaw,Fashion accessories,51.5,1,51.5,2.57,54.04,3,Ewallet,3/18/2019,March,Monday,3:52:00 PM,Afternoon,8.5,Very Good
425-85-2085,Member,Male,B,Mandalay,Health and beauty,54.9,5,274.3,13.72,288.02,14,Ewallet,3/29/2019,March,Friday,4:48:00 PM,Evening,9.8,Very Good
521-18-7827,Member,Male,C,Naypyitaw,Home and lifestyle,39.4,5,197,9.85,206.8,10,Credit card,1/22/2019,January,Tuesday,8:46:00 PM,Night,8.7,Very Good
220-28-1851,Normal,Male,A,Yangon,Home and lifestyle,34.7,2,69.5,3.47,72.93,3,Ewallet,3/1/2019,March,Friday,6:14:00 PM,Evening,9.7,Very Good
600-38-9738,Member,Male,C,Naypyitaw,Sports and travel,71.9,5,359.6,17.98,377.58,18,Credit card,1/17/2019,January,Thursday,3:05:00 PM,Afternoon,4.3,Average
734-91-1155,Normal,Female,B,Mandalay,Electronic accessories,45.7,3,137.1,6.86,143.99,7,Credit card,3/26/2019,March,Tuesday,10:34:00 AM,Morning,7.7,Good
451-28-5717,Member,Female,C,Naypyitaw,Home and lifestyle,83.2,6,499,24.95,523.97,25,Cash,3/20/2019,March,Wednesday,11:23:00 AM,Morning,7.3,Good
609-81-8548,Member,Female,A,Yangon,Home and lifestyle,37.4,6,224.6,11.23,235.87,11,Credit card,2/6/2019,February,Wednesday,1:55:00 PM,Afternoon,5.9,Average
133-14-7229,Normal,Male,C,Naypyitaw,Health and beauty,62.9,2,125.7,6.29,132.03,6,Cash,1/1/2019,January,Tuesday,11:43:00 AM,Morning,5,Average
534-01-4457,Normal,Male,A,Yangon,Food and beverages,81.7,6,490.3,24.51,514.77,25,Credit card,1/27/2019,January,Sunday,2:36:00 PM,Afternoon,8,Very Good
719-89-8991,Member,Female,A,Yangon,Sports and travel,91.4,5,457,22.85,479.9,23,Ewallet,2/25/2019,February,Monday,4:03:00 PM,Evening,7.1,Good
286-62-6248,Normal,Male,B,Mandalay,Fashion accessories,39.2,4,156.8,7.84,164.68,8,Credit card,1/16/2019,January,Wednesday,8:03:00 PM,Night,9,Very Good
339-38-9982,Member,Male,B,Mandalay,Fashion accessories,59.9,2,119.7,5.99,125.71,6,Ewallet,1/13/2019,January,Sunday,2:55:00 PM,Afternoon,6.7,Good
827-44-5872,Member,Female,B,Mandalay,Food and beverages,54.4,10,543.6,27.18,570.78,27,Credit card,2/7/2019,February,Thursday,11:28:00 AM,Morning,6.1,Good
827-77-7633,Normal,Male,A,Yangon,Sports and travel,98.1,9,882.8,44.14,926.95,44,Cash,2/17/2019,February,Sunday,7:41:00 PM,Evening,9.3,Very Good
287-83-1405,Normal,Male,A,Yangon,Health and beauty,25.4,6,152.6,7.63,160.21,8,Ewallet,2/12/2019,February,Tuesday,7:01:00 PM,Evening,7,Good
435-13-4908,Member,Male,A,Yangon,Fashion accessories,86.7,8,693.4,34.67,728.11,35,Credit card,1/24/2019,January,Thursday,6:04:00 PM,Evening,7.2,Good
857-67-9057,Normal,Male,B,Mandalay,Electronic accessories,23,10,229.5,11.48,240.98,11,Ewallet,2/6/2019,February,Wednesday,7:20:00 PM,Evening,8.2,Very Good
236-27-1144,Normal,Female,C,Naypyitaw,Food and beverages,16.3,9,146.8,7.34,154.13,7,Ewallet,3/26/2019,March,Tuesday,10:31:00 AM,Morning,8.4,Very Good
892-05-6689,Normal,Female,A,Yangon,Home and lifestyle,28.3,5,141.6,7.08,148.68,7,Ewallet,3/11/2019,March,Monday,1:28:00 PM,Afternoon,6.2,Good
583-41-4548,Normal,Male,C,Naypyitaw,Home and lifestyle,16.7,7,116.7,5.83,122.52,6,Ewallet,2/7/2019,February,Thursday,11:36:00 AM,Morning,7.4,Good
339-12-4827,Member,Female,B,Mandalay,Fashion accessories,74,1,74,3.7,77.66,4,Credit card,1/5/2019,January,Saturday,11:32:00 AM,Morning,5,Average
643-38-7867,Normal,Male,A,Yangon,Home and lifestyle,97.9,1,97.9,4.9,102.84,5,Ewallet,3/7/2019,March,Thursday,11:44:00 AM,Morning,6.9,Good
308-81-0538,Normal,Female,A,Yangon,Fashion accessories,73,4,292.2,14.61,306.81,15,Credit card,2/25/2019,February,Monday,5:16:00 PM,Evening,4.9,Average
358-88-9262,Member,Female,C,Naypyitaw,Food and beverages,87.5,6,524.9,26.24,551.12,26,Ewallet,2/1/2019,February,Friday,6:43:00 PM,Evening,5.1,Average
460-35-4390,Normal,Male,A,Yangon,Home and lifestyle,30.7,3,92,4.6,96.64,5,Ewallet,1/22/2019,January,Tuesday,11:00:00 AM,Morning,9.1,Very Good
343-87-0864,Member,Male,C,Naypyitaw,Health and beauty,75.9,1,75.9,3.79,79.67,4,Credit card,1/3/2019,January,Thursday,10:30:00 AM,Morning,7.1,Good
173-50-1108,Member,Female,B,Mandalay,Sports and travel,20.2,4,80.7,4.04,84.76,4,Credit card,2/13/2019,February,Wednesday,12:14:00 PM,Afternoon,5,Average
243-47-2663,Member,Male,C,Naypyitaw,Electronic accessories,18.8,6,112.6,5.63,118.25,6,Credit card,1/28/2019,January,Monday,4:43:00 PM,Evening,5.5,Average
841-18-8232,Normal,Female,B,Mandalay,Food and beverages,71.2,1,71.2,3.56,74.76,4,Credit card,1/5/2019,January,Saturday,8:40:00 PM,Night,9.2,Very Good
701-23-5550,Member,Male,B,Mandalay,Home and lifestyle,38.8,4,155.2,7.76,163,8,Ewallet,3/19/2019,March,Tuesday,1:40:00 PM,Afternoon,4.9,Average
647-50-1224,Normal,Female,A,Yangon,Fashion accessories,29.4,10,294.2,14.71,308.91,15,Ewallet,1/12/2019,January,Saturday,4:23:00 PM,Evening,8.9,Very Good
541-48-8554,Normal,Male,A,Yangon,Sports and travel,61,9,548.6,27.43,575.98,27,Credit card,1/7/2019,January,Monday,12:08:00 PM,Afternoon,6,Good
539-21-7227,Normal,Female,B,Mandalay,Sports and travel,51.5,5,257.7,12.88,270.58,13,Cash,1/26/2019,January,Saturday,5:45:00 PM,Evening,4.2,Average
213-32-1216,Normal,Female,A,Yangon,Electronic accessories,66.1,6,396.4,19.82,416.18,20,Cash,1/23/2019,January,Wednesday,10:28:00 AM,Morning,7.3,Good
747-58-7183,Normal,Male,B,Mandalay,Fashion accessories,57.3,3,171.8,8.59,180.4,9,Ewallet,2/9/2019,February,Saturday,8:31:00 PM,Night,6.5,Good
582-52-8065,Normal,Female,B,Mandalay,Fashion accessories,54.3,9,488.8,24.44,513.23,24,Cash,2/22/2019,February,Friday,10:49:00 AM,Morning,8.9,Very Good
210-57-1719,Normal,Female,B,Mandalay,Health and beauty,58.2,9,524.2,26.21,550.37,26,Cash,2/5/2019,February,Tuesday,12:34:00 PM,Afternoon,9.7,Very Good
399-69-4630,Normal,Male,C,Naypyitaw,Electronic accessories,22.2,6,133.3,6.66,139.92,7,Credit card,3/7/2019,March,Thursday,10:23:00 AM,Morning,8.6,Very Good
134-75-2619,Member,Male,A,Yangon,Electronic accessories,19.3,7,135.2,6.76,142,7,Cash,3/25/2019,March,Monday,6:51:00 PM,Evening,6.9,Good
356-44-8813,Normal,Male,B,Mandalay,Home and lifestyle,37.5,3,112.4,5.62,118.06,6,Credit card,1/20/2019,January,Sunday,1:45:00 PM,Afternoon,7.7,Good
198-66-9832,Member,Female,B,Mandalay,Fashion accessories,72,2,144.1,7.2,151.28,7,Cash,2/4/2019,February,Monday,7:38:00 PM,Evening,9.5,Very Good
283-26-5248,Member,Female,C,Naypyitaw,Food and beverages,98.5,10,985.2,49.26,1034.46,49,Ewallet,1/30/2019,January,Wednesday,8:23:00 PM,Night,4.5,Average
712-39-0363,Member,Male,A,Yangon,Food and beverages,41.7,6,250,12.5,262.46,12,Ewallet,1/2/2019,January,Wednesday,3:24:00 PM,Afternoon,5.6,Average
218-59-9410,Member,Female,A,Yangon,Home and lifestyle,72.4,3,217.3,10.86,228.12,11,Ewallet,3/29/2019,March,Friday,4:54:00 PM,Evening,8.2,Very Good
174-75-0888,Normal,Male,B,Mandalay,Electronic accessories,21.6,9,194.2,9.71,203.93,10,Cash,3/14/2019,March,Thursday,12:32:00 PM,Afternoon,7.3,Good
866-99-7614,Normal,Male,C,Naypyitaw,Food and beverages,89.2,10,892,44.6,936.6,45,Credit card,2/11/2019,February,Monday,3:42:00 PM,Afternoon,4.4,Average
134-54-4720,Normal,Female,B,Mandalay,Electronic accessories,42.4,8,339.4,16.97,356.33,17,Ewallet,1/30/2019,January,Wednesday,1:58:00 PM,Afternoon,5.7,Average
760-90-2357,Member,Male,A,Yangon,Electronic accessories,74.5,6,447.1,22.35,469.41,22,Ewallet,3/20/2019,March,Wednesday,3:08:00 PM,Afternoon,5,Average
514-37-2845,Normal,Male,B,Mandalay,Fashion accessories,99.2,2,198.5,9.93,208.42,10,Cash,3/20/2019,March,Wednesday,1:02:00 PM,Afternoon,9,Very Good
698-98-5964,Normal,Female,A,Yangon,Food and beverages,81.2,10,812.1,40.6,852.7,41,Credit card,1/17/2019,January,Thursday,1:01:00 PM,Afternoon,6.3,Good
718-57-9773,Normal,Female,C,Naypyitaw,Sports and travel,49.3,10,493.3,24.66,517.96,25,Credit card,2/3/2019,February,Sunday,4:40:00 PM,Evening,9.4,Very Good
651-88-7328,Normal,Female,A,Yangon,Fashion accessories,65.7,9,591.7,29.58,621.24,30,Cash,1/1/2019,January,Tuesday,1:55:00 PM,Afternoon,7.7,Good
241-11-2261,Normal,Female,B,Mandalay,Fashion accessories,79.9,7,559,27.95,586.97,28,Credit card,1/10/2019,January,Thursday,10:33:00 AM,Morning,5.5,Average
408-26-9866,Normal,Female,C,Naypyitaw,Sports and travel,74,7,517.9,25.89,543.75,26,Ewallet,3/2/2019,March,Saturday,4:42:00 PM,Evening,4.1,Average
834-83-1826,Member,Female,B,Mandalay,Home and lifestyle,82,5,410.2,20.51,430.71,21,Credit card,2/25/2019,February,Monday,5:16:00 PM,Evening,7.6,Good
343-61-3544,Member,Male,B,Mandalay,Sports and travel,26.7,10,266.7,13.34,280.04,13,Cash,1/29/2019,January,Tuesday,11:48:00 AM,Morning,8.6,Very Good
239-48-4278,Member,Male,A,Yangon,Food and beverages,10.1,7,70.9,3.55,74.46,4,Ewallet,3/10/2019,March,Sunday,7:35:00 PM,Evening,8.3,Very Good
355-34-6244,Normal,Male,B,Mandalay,Food and beverages,72.4,2,144.8,7.24,152.02,7,Credit card,1/13/2019,January,Sunday,7:55:00 PM,Evening,8.1,Very Good
550-84-8664,Normal,Male,A,Yangon,Sports and travel,85.9,5,429.6,21.48,451.03,21,Credit card,3/22/2019,March,Friday,2:33:00 PM,Afternoon,8.6,Very Good
339-96-8318,Member,Male,B,Mandalay,Fashion accessories,81.3,7,569.2,28.46,597.63,28,Ewallet,3/1/2019,March,Friday,7:49:00 PM,Evening,6.3,Good
458-61-0011,Normal,Male,B,Mandalay,Food and beverages,60.3,4,241.2,12.06,253.26,12,Cash,2/20/2019,February,Wednesday,6:43:00 PM,Evening,5.8,Average
592-34-6155,Normal,Male,C,Naypyitaw,Food and beverages,31.8,4,127.1,6.35,133.43,6,Ewallet,1/14/2019,January,Monday,2:43:00 PM,Afternoon,6.2,Good
797-88-0493,Normal,Female,A,Yangon,Health and beauty,64.3,4,257.1,12.85,269.93,13,Cash,3/26/2019,March,Tuesday,1:54:00 PM,Afternoon,7.7,Good
207-73-1363,Normal,Male,B,Mandalay,Health and beauty,69.5,2,139,6.95,145.97,7,Ewallet,3/1/2019,March,Friday,12:15:00 PM,Afternoon,8.1,Very Good
390-31-6381,Normal,Male,C,Naypyitaw,Food and beverages,27.2,3,81.7,4.08,85.74,4,Cash,1/7/2019,January,Monday,12:37:00 PM,Afternoon,7.3,Good
443-82-0585,Member,Female,A,Yangon,Health and beauty,77.7,4,310.7,15.54,326.26,16,Cash,2/1/2019,February,Friday,7:54:00 PM,Evening,8.4,Very Good
339-18-7061,Member,Female,C,Naypyitaw,Fashion accessories,93,2,186,9.3,195.26,9,Credit card,2/13/2019,February,Wednesday,3:06:00 PM,Afternoon,8,Very Good
359-90-3665,Member,Female,B,Mandalay,Fashion accessories,18.1,4,72.3,3.62,75.94,4,Credit card,1/14/2019,January,Monday,6:03:00 PM,Evening,9.5,Very Good
375-72-3056,Normal,Male,B,Mandalay,Sports and travel,63.1,3,189.2,9.46,198.64,9,Ewallet,1/19/2019,January,Saturday,3:58:00 PM,Afternoon,7,Good
127-47-6963,Normal,Male,A,Yangon,Health and beauty,51.7,4,206.8,10.34,217.18,10,Credit card,3/9/2019,March,Saturday,1:53:00 PM,Afternoon,9.8,Very Good
278-86-2735,Normal,Female,A,Yangon,Food and beverages,52.3,3,157,7.85,164.87,8,Cash,3/27/2019,March,Wednesday,2:03:00 PM,Afternoon,9.2,Very Good
695-28-6250,Normal,Female,A,Yangon,Sports and travel,43.1,5,215.3,10.76,226.06,11,Ewallet,2/4/2019,February,Monday,4:38:00 PM,Evening,7.7,Good
379-17-6588,Normal,Male,C,Naypyitaw,Fashion accessories,59.6,10,596.1,29.8,625.9,30,Cash,3/14/2019,March,Thursday,11:07:00 AM,Morning,5.3,Average
227-50-3718,Normal,Male,A,Yangon,Health and beauty,14.6,5,73.1,3.66,76.76,4,Cash,3/4/2019,March,Monday,12:23:00 PM,Afternoon,4.4,Average
302-15-2162,Member,Male,C,Naypyitaw,Health and beauty,46.5,6,279.2,13.96,293.14,14,Credit card,3/3/2019,March,Sunday,10:54:00 AM,Morning,4.3,Average
788-07-8452,Member,Female,C,Naypyitaw,Home and lifestyle,24.2,7,169.7,8.48,178.16,8,Ewallet,1/27/2019,January,Sunday,5:38:00 PM,Evening,9.4,Very Good
560-49-6611,Member,Female,A,Yangon,Sports and travel,45.6,1,45.6,2.28,47.86,2,Cash,2/7/2019,February,Thursday,2:13:00 PM,Afternoon,9.8,Very Good
880-35-0356,Member,Female,A,Yangon,Sports and travel,75.2,3,225.6,11.28,236.88,11,Ewallet,2/5/2019,February,Tuesday,11:51:00 AM,Morning,4.8,Average
585-11-6748,Member,Male,B,Mandalay,Sports and travel,96.8,3,290.4,14.52,304.92,15,Cash,3/15/2019,March,Friday,1:05:00 PM,Afternoon,5.3,Average
470-31-3286,Normal,Male,B,Mandalay,Health and beauty,14.8,3,44.5,2.22,46.68,2,Credit card,3/1/2019,March,Friday,11:30:00 AM,Morning,8.7,Very Good
152-68-2907,Normal,Male,A,Yangon,Food and beverages,52.2,3,156.6,7.83,164.43,8,Credit card,2/15/2019,February,Friday,1:30:00 PM,Afternoon,9.5,Very Good
123-35-4896,Normal,Female,C,Naypyitaw,Sports and travel,46.7,9,419.9,21,440.94,21,Ewallet,2/17/2019,February,Sunday,7:11:00 PM,Evening,5.3,Average
258-69-7810,Normal,Female,C,Naypyitaw,Fashion accessories,36.8,5,184.2,9.21,193.46,9,Cash,1/26/2019,January,Saturday,6:53:00 PM,Evening,9.2,Very Good
334-64-2006,Member,Female,A,Yangon,Home and lifestyle,70.3,2,140.6,7.03,147.67,7,Ewallet,3/24/2019,March,Sunday,2:22:00 PM,Afternoon,9.6,Very Good
219-61-4139,Normal,Male,C,Naypyitaw,Electronic accessories,83.1,1,83.1,4.15,87.23,4,Ewallet,1/23/2019,January,Wednesday,5:16:00 PM,Evening,6.4,Good
881-41-7302,Normal,Female,C,Naypyitaw,Fashion accessories,65,1,65,3.25,68.24,3,Credit card,1/26/2019,January,Saturday,10:06:00 AM,Morning,4.5,Average
373-09-4567,Normal,Male,C,Naypyitaw,Food and beverages,77.6,10,775.6,38.78,814.38,39,Ewallet,3/14/2019,March,Thursday,8:35:00 PM,Night,6.9,Good
642-30-6693,Normal,Female,B,Mandalay,Sports and travel,54.5,6,327.1,16.35,343.41,16,Ewallet,3/17/2019,March,Sunday,1:54:00 PM,Afternoon,7.8,Good
484-22-8230,Member,Female,C,Naypyitaw,Fashion accessories,51.9,7,363.2,18.16,381.39,18,Cash,1/8/2019,January,Tuesday,8:08:00 PM,Night,4.5,Average
830-58-2383,Normal,Male,B,Mandalay,Home and lifestyle,31.8,4,127,6.35,133.35,6,Cash,2/8/2019,February,Friday,3:26:00 PM,Afternoon,8.6,Very Good
559-98-9873,Member,Female,A,Yangon,Fashion accessories,53.6,7,375.6,18.78,394.33,19,Ewallet,2/10/2019,February,Sunday,12:56:00 PM,Afternoon,5.2,Average
544-32-5024,Member,Female,C,Naypyitaw,Food and beverages,49.8,4,199.2,9.96,209.12,10,Credit card,3/28/2019,March,Thursday,7:16:00 PM,Evening,6.4,Good
318-12-0304,Normal,Male,A,Yangon,Fashion accessories,30.6,1,30.6,1.53,32.14,2,Ewallet,1/23/2019,January,Wednesday,12:20:00 PM,Afternoon,5.2,Average
349-97-8902,Member,Male,B,Mandalay,Food and beverages,57.9,2,115.8,5.79,121.57,6,Ewallet,1/17/2019,January,Thursday,10:37:00 AM,Morning,8.9,Very Good
421-95-9805,Normal,Female,A,Yangon,Electronic accessories,29,1,29,1.45,30.41,1,Credit card,2/7/2019,February,Thursday,10:18:00 AM,Morning,6.2,Good
277-35-5865,Member,Female,C,Naypyitaw,Food and beverages,99,9,890.7,44.54,935.27,45,Cash,3/9/2019,March,Saturday,11:23:00 AM,Morning,6.7,Good
789-23-8625,Member,Male,B,Mandalay,Fashion accessories,93.2,3,279.7,13.98,293.64,14,Cash,1/24/2019,January,Thursday,11:45:00 AM,Morning,7.2,Good
284-54-4231,Member,Male,C,Naypyitaw,Sports and travel,80.9,1,80.9,4.05,84.98,4,Credit card,1/19/2019,January,Saturday,4:08:00 PM,Evening,9,Very Good
443-59-0061,Member,Male,A,Yangon,Food and beverages,67.4,10,674.5,33.72,708.22,34,Ewallet,2/3/2019,February,Sunday,11:25:00 AM,Morning,4.2,Average
509-29-3912,Member,Female,A,Yangon,Sports and travel,38.7,9,348.5,17.42,365.9,17,Ewallet,3/20/2019,March,Wednesday,12:24:00 PM,Afternoon,4.2,Average
327-40-9673,Member,Male,B,Mandalay,Sports and travel,72.6,6,435.6,21.78,457.38,22,Cash,1/13/2019,January,Sunday,7:51:00 PM,Evening,6.9,Good
840-19-2096,Member,Male,C,Naypyitaw,Electronic accessories,87.9,5,439.6,21.98,461.53,22,Ewallet,3/14/2019,March,Thursday,6:10:00 PM,Evening,4.4,Average
828-46-6863,Member,Male,A,Yangon,Food and beverages,98.5,6,591.2,29.56,620.74,30,Credit card,1/23/2019,January,Wednesday,11:22:00 AM,Morning,4,Average
